"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Morocco","MAR",179972962,0.646672809207752,2,23,2,4,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,1,2,2,1,2,2,2,3,,,,2,,,,2,,,,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,4,1,1,,1,1,1,4,4,4,4,6,1,1,1,0
"Morocco","MAR",196621033,0.598448113621482,2,41,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,1,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,5,1,,1,1,4,3,4,4,2,5,1,2,0,0
"Morocco","MAR",126961779,0.500930278097106,2,41,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,1,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",122371301,0.304282530057852,2,28,1,2,1,,1,1,0,1,2,1,1,2,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,2,1,,4,2,2,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,2,2,3,2,,0,1,1,4,4,4,4,5,1,1,1,0
"Morocco","MAR",128947357,0.316192365946468,2,25,1,5,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,1,3,3,1,2,2,1,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,3,3,1,3,,1,0,2,4,4,4,2,2,1,1,0,0
"Morocco","MAR",191244740,0.304282530053073,1,36,1,5,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,1,,,,,2,,,2,2,1,2,1,,1,2,,2,2,2,2,,1,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,3,2,1,,1,0,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",145150768,1.45020709690982,1,19,2,3,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,4,1,,1,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",195190393,1.52273893700977,2,35,1,3,1,,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,2,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,1,,,2,,,,,,1,1,1,3,1,1,,1,1,4,1,4,4,4,5,1,1,1,0
"Morocco","MAR",199809932,1.1361670798588,1,30,1,3,2,,0,0,0,,,2,,,,,,,,,,,,,,3,1,3,2,3,2,1,1,1,,,,,2,,,2,2,1,2,1,,2,2,,2,1,2,1,,2,2,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,1,,0,1,4,4,4,4,4,3,1,2,0,0
"Morocco","MAR",186308531,4.38809938109656,1,30,1,1,2,,1,1,0,2,1,1,1,2,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,2,1,0
"Morocco","MAR",119246897,0.357882890328753,2,34,2,1,1,,1,1,0,1,2,1,2,,2,1,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,3,3,1,1,,,2,,,,1,2,2,,,1,1,2,1,2,,,1,1,2,1,2,,,1,1,2,2,1,,1,1,2,1,3,1,,0,1,1,1,4,2,2,1,1,1,1,0
"Morocco","MAR",176283324,0.920807233357002,1,30,1,4,2,,0,0,0,,,2,,,,,,,,,,,,,,3,1,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,4,,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",122021101,0.332626808728953,1,29,1,4,1,,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,3,2,1,2,2,2,2,2,1,2,,,2,2,2,,,,2,2,2,2,1,2,1,,2,1,1,2,,,,1,2,2,1,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,1,3,1,,0,1,2,4,4,4,2,2,1,1,1,0
"Morocco","MAR",199363594,1.97478009953272,2,44,1,1,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,5,3,,0,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",201696103,0.44337974410895,1,20,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,1,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,2,4,4,4,4,5,1,1,0,0
"Morocco","MAR",176399074,0.408349543953549,2,29,2,4,1,,1,1,0,1,2,1,2,,2,1,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,2,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,4,1,1,,1,0,1,4,4,4,2,5,1,1,1,0
"Morocco","MAR",122066667,1.1361670798588,1,30,1,3,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,2,2,1,2,1,,2,1,1,1,2,2,1,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,2,1,1,0,0
"Morocco","MAR",198862261,1.55640368249801,1,19,2,4,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,2,1,1,,,,,1,1,,2,2,1,2,1,,1,2,,2,1,2,1,,6,1,1,1,2,1,2,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,3,,1,1,4,4,4,4,4,3,1,1,0,0
"Morocco","MAR",139254410,1.1584135864616,1,36,2,3,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",166706015,0.967540640213971,2,21,1,2,1,,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,1,,3,1,1,1,2,2,1,1,2,1,1,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,2,4,4,4,2,2,1,1,0,0
"Morocco","MAR",201686611,0.663346981115891,1,21,2,5,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,1,2,2,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,1,1,1,0,0
"Morocco","MAR",169872503,0.646672809207752,2,20,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,2,2,4,2,,1,1,4,3,4,4,4,5,1,1,0,0
"Morocco","MAR",204285582,0.938836926841285,1,37,2,3,2,,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,,,,,2,,,2,2,1,2,1,,2,2,,2,1,2,1,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,3,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",157459087,0.307510817385532,2,37,3,5,1,,1,1,1,1,2,1,1,1,2,1,2,,,,1,1,1,1,3,,,,,,,,,,,,,,2,1,,2,2,2,,,,1,1,,2,2,2,2,,1,3,3,2,,,,2,,,,1,2,2,,,1,1,2,1,1,,,1,1,2,1,1,,,2,,,,,,3,5,3,3,,3,,1,0,1,1,4,4,2,5,1,1,1,1
"Morocco","MAR",114894403,2.18876149262566,2,44,1,2,1,,1,1,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,3,3,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,1,,,2,,,,,,2,1,1,1,5,2,,1,1,4,1,4,4,2,5,1,2,1,0
"Morocco","MAR",172113513,0.938836926841285,1,40,2,5,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",141460093,1.1629195081752,1,37,2,3,2,,1,1,0,2,3,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,1,2,1,3,1,,2,2,,2,1,2,1,,2,2,1,2,,,,1,1,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,3,,2,,0,1,4,4,4,4,1,1,1,1,1,1
"Morocco","MAR",175850267,2.99699887181151,2,51,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Morocco","MAR",155116623,0.933681903634463,1,42,1,4,2,,1,1,0,2,2,1,2,,1,1,2,,,,2,,1,2,1,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,2,2,1,,2,2,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,2,1,,1,1,4,4,4,4,4,1,1,1,1,0
"Morocco","MAR",148928187,3.19758904265857,1,48,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,4,2,,0,0,4,4,4,4,4,5,1,2,0,0
"Morocco","MAR",118465542,1.05970116566628,2,42,2,5,2,,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,4,2,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",183790769,1.98339044791664,1,54,1,1,2,,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,3,1,1,,0,1,4,4,4,4,1,5,1,2,1,0
"Morocco","MAR",113241665,0.522065636185855,2,22,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,1,2,1,1,2,1,2,1,2,2,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,3,4,2,1,,0,1,2,4,4,4,2,3,1,1,0,0
"Morocco","MAR",195063953,1.74954651358426,1,40,1,4,2,,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,1,2,4,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,8,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,6,1,1,1,3,2,,0,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",198206916,0.354965304232507,1,36,1,1,1,,1,1,0,1,2,1,2,,2,1,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,1,2,2,,,,,2,,,,,,2,1,1,1,2,1,,0,1,1,4,4,4,2,5,1,2,1,0
"Morocco","MAR",166853186,0.405350682741647,2,47,2,3,1,,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,1,2,3,3,1,2,1,2,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,3,1,1,1,2,2,,1,1,2,4,4,2,2,3,1,1,0,0
"Morocco","MAR",149464445,2.11449044371561,2,41,1,3,1,,1,1,1,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,1,,,2,,,,,,1,1,1,1,1,1,,0,1,4,1,4,4,2,5,1,2,1,0
"Morocco","MAR",207931307,0.661486880956853,1,42,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,3,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,0,0,4,4,4,4,2,5,1,4,0,0
"Morocco","MAR",178771086,0.470423923440477,2,50,3,5,1,,1,1,0,1,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,,1,2,2,,,,2,1,,2,1,1,1,,3,3,3,2,,,,1,2,1,2,1,1,1,2,,,1,1,1,2,,,1,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,1,4,4,4,1,3,1,1,1,1
"Morocco","MAR",191440588,0.34045890931907,1,36,2,5,1,,1,1,0,2,2,2,,,2,2,2,,,,2,,1,3,2,,,,,,,,,,,,,,2,,,2,2,1,2,4,,1,1,,1,1,2,1,1,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,2,,1,1,2,4,4,4,2,3,1,1,0,0
"Morocco","MAR",193556899,0.522065636185855,2,24,1,3,1,,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,1,2,1,,3,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,1,1,2,4,4,4,2,5,1,1,0,0
"Morocco","MAR",153151100,0.515600378755339,1,22,2,3,1,,1,1,0,2,1,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,2,1,2,2,2,1,,0,1,4,1,4,4,2,5,1,1,1,0
"Morocco","MAR",203947418,2.20563301380769,2,38,1,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,2,1,2,,,,1,2,1,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,2,4,4,4,4,3,1,1,0,0
"Morocco","MAR",153123427,0.321137611091754,2,39,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,1,2,1,2,,,,1,2,2,1,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,2,4,4,4,2,2,1,1,0,0
"Morocco","MAR",155350227,0.616260465633119,1,35,1,5,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,3,2,1,2,3,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",206491254,0.304282530053073,1,30,3,5,1,,1,1,0,1,2,1,1,1,2,1,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,1,2,1,1,2,,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,2,3,3,2,2,,0,0,1,4,4,4,2,2,1,1,1,1
"Morocco","MAR",159489870,0.397078514285341,2,40,3,5,1,,1,1,0,1,2,1,1,1,1,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,,1,2,,1,1,1,3,3,,2,1,,2,2,2,2,,1,3,3,1,1,,,1,1,,,1,1,1,2,,,1,2,1,2,,,1,1,2,2,2,2,2,2,,,,,,2,3,3,3,,3,,1,0,1,3,4,4,1,1,1,1,1,1
"Morocco","MAR",193568007,1.52614435632717,1,15,2,1,2,,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,2,,2,1,1,2,,,,1,2,2,2,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,2,1,1,3,2,2,,0,0,4,3,4,4,4,4,1,1,0,0
"Morocco","MAR",171195129,1.83149211862748,1,26,1,3,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,0,1,4,4,4,4,2,3,1,1,0,0
"Morocco","MAR",154159026,0.310240477118677,2,44,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,3,3,2,,,,2,,,,1,2,2,,,1,1,1,2,2,1,,,2,2,,,,,2,,,,,,3,3,1,2,5,1,,1,0,2,4,4,4,2,5,1,1,0,0
"Morocco","MAR",204154294,0.399330345565016,2,36,3,5,1,,1,1,0,1,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,1,2,,1,2,1,3,3,,1,2,,2,2,1,2,,3,3,3,1,2,1,1,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,4,2,3,,1,1,1,4,4,4,1,2,1,1,1,1
"Morocco","MAR",125319261,0.379778090822896,2,49,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,3,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,4,2,1,2,1,2,1,2,2,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,0,0,4,4,4,4,2,3,1,1,0,0
"Morocco","MAR",179332247,1.1584135864616,1,37,2,3,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",178883144,4.38809938109656,1,17,1,2,2,,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,1,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,1,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Morocco","MAR",167802248,0.586955344487288,2,30,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,4,3,2,2,,,,1,2,2,1,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,3,5,,2,,1,1,2,4,4,4,4,2,1,1,0,0
"Morocco","MAR",160205032,1.13449519130072,2,55,1,4,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,1,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,3,2,2,2,,,,1,2,2,1,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,3,3,3,,2,,1,1,2,4,4,4,4,2,1,2,0,0
"Morocco","MAR",140024539,0.597471136413155,2,42,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,3,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,1,2,2,1,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,3,3,3,3,,3,,0,0,2,2,4,4,2,2,1,2,0,0
"Morocco","MAR",151047211,0.439423482730056,2,27,3,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,2,1,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,2,4,4,4,2,2,1,1,0,0
"Morocco","MAR",177324270,1.33420267080461,1,33,1,2,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,1,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",198026438,0.325582236533127,1,33,1,3,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,3,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,4,3,1,,0,1,4,1,4,4,4,5,1,1,1,0
"Morocco","MAR",151183348,0.915751208693661,1,25,1,3,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",174103153,0.581659070872905,1,30,1,4,1,,1,1,0,2,1,1,1,2,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,2,1,1,1,2,2,2,1,1,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,2,1,3,1,,1,1,4,1,4,4,2,1,1,1,1,0
"Morocco","MAR",153435431,1.02082591218556,1,46,3,3,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,2,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",113750918,1.88509181592024,1,58,1,3,2,,1,1,0,2,2,1,2,,1,1,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,2,3,3,1,2,1,2,1,1,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,4,2,2,,0,0,4,4,4,4,1,1,1,1,1,0
"Morocco","MAR",151441027,0.418160485314561,1,45,1,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,2,2,2,1,2,1,2,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,3,2,,1,1,2,4,4,4,2,3,1,1,0,0
"Morocco","MAR",185839714,0.490467914134698,2,48,1,3,1,,1,1,0,2,2,1,2,,2,1,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,3,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,2,1,1,2,,0,0,2,4,4,4,2,5,1,1,0,0
"Morocco","MAR",187427903,0.312128320297656,1,26,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,2,,,,,1,1,,2,3,1,2,1,,2,2,,2,1,2,1,,7,,,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,3,1,1,0,0
"Morocco","MAR",111413939,0.304282530053073,1,32,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,2,2,,0,1,4,4,4,4,2,5,1,1,0,0
