"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Morocco","MAR",114158015,4.38809938109656,2,28,1,4,2,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,3,5,1,,1,1,4,4,4,2,2,5,1,2,0,0
"Morocco","MAR",155878898,0.725532697096521,2,22,2,3,1,,1,1,0,2,2,2,,,1,2,2,,,,2,,1,1,2,,,,,,,,,,,,,,2,,,1,2,1,2,1,,2,2,,1,1,2,1,1,2,1,2,2,,,,1,2,1,1,2,,,,,,1,2,2,2,1,,,1,2,1,2,,,2,,,,,,1,1,1,3,2,1,,1,1,2,1,4,4,4,2,1,1,1,0
"Morocco","MAR",192286491,1.39481634294077,2,27,1,1,2,,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,1,1,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,5,2,,0,1,4,4,4,4,4,3,1,1,0,0
"Morocco","MAR",176828224,0.717738828560592,2,56,3,5,1,,1,1,0,1,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,1,2,,1,2,1,3,2,,1,1,,2,2,2,2,,3,3,3,2,,,,2,,,,1,1,2,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,1,4,4,4,1,5,1,1,1,1
"Morocco","MAR",147431907,0.391661491130697,2,32,2,3,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,5,2,1,1,2,2,1,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,3,1,,0,1,4,3,4,4,2,2,1,1,0,0
"Morocco","MAR",123080326,0.515600378755339,1,20,3,1,1,,1,1,0,2,2,1,1,1,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,3,,2,2,2,,,,2,2,,2,1,2,1,,2,2,1,2,,,,1,2,2,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,4,2,1,1,1,1
"Morocco","MAR",206834931,0.314970392346173,2,34,1,2,1,,1,1,0,1,2,1,3,,2,1,2,,,,2,,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,2,4,4,4,2,1,1,1,1,0
"Morocco","MAR",125897306,0.331468372948612,1,47,3,4,1,,1,1,1,,,1,2,,2,2,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,1,2,2,,,1,1,1,2,2,2,2,,1,2,2,1,,,2,,,,,,1,1,1,1,3,1,,0,1,3,1,4,4,2,5,1,1,1,0
"Morocco","MAR",134662953,0.323691414378309,2,30,3,2,1,,1,1,0,2,1,1,2,,2,1,2,,,,2,,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,2,,0,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",114809899,0.900350086050274,2,58,2,1,1,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",140214073,0.381526842768043,2,42,2,1,1,,1,1,0,1,2,1,2,,2,1,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,5,4,3,,4,,0,0,1,4,4,4,2,5,1,2,1,0
"Morocco","MAR",139189557,4.38809938109656,2,65,1,3,2,,1,1,0,,,1,2,,2,2,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,8,,,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,1,1,2,,,2,,,,,,3,3,3,3,,3,,0,1,1,4,1,4,2,5,1,2,1,0
"Morocco","MAR",123586954,0.310240477118677,2,37,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,2,4,3,,0,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",122197849,0.633772720194271,1,21,3,3,1,,1,1,0,2,2,1,2,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,1,1,3,1,,1,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",116438902,2.66876214136389,2,62,1,2,1,,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,1,1,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,1,4,4,4,2,1,1,2,1,0
"Morocco","MAR",149572874,1.70843256777116,2,39,1,2,1,,1,1,0,1,1,2,,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,4,1,,0,1,4,2,4,4,2,5,1,1,0,0
"Morocco","MAR",194867134,0.574828367061692,1,23,2,1,1,,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,2,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",171891970,4.38809938109656,2,30,1,1,2,,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,4,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,5,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,4,2,2,1,,2,,,,,,2,1,1,1,3,1,,0,1,4,2,5,4,4,5,1,2,0,0
"Morocco","MAR",160454354,0.617841939489681,2,24,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,1,2,2,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,2,1,2,1,,1,1,2,4,4,4,4,5,1,1,0,0
"Morocco","MAR",206898223,0.604132938902742,2,68,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,1,2,4,2,1,,0,1,4,4,4,2,2,5,1,1,0,0
"Morocco","MAR",182514870,0.304282530057852,2,29,1,1,1,,1,1,1,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,1,2,2,1,,,2,,,,,,1,1,1,1,2,1,,0,1,4,1,4,4,2,3,1,1,1,0
"Morocco","MAR",196268409,0.316192365946468,2,26,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,1,2,1,,2,2,,2,1,2,1,,3,1,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,1,2,,1,1,2,4,4,4,2,5,1,2,0,0
"Morocco","MAR",192346942,0.574828367061692,1,23,2,3,1,,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",136713480,0.674226475431117,2,21,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,1,1,,1,2,2,,,,1,1,,2,2,2,2,,3,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,3,2,1,,1,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",191272054,0.498795190178875,2,20,2,3,1,,1,1,1,2,1,1,2,,2,1,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,1,3,2,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,1,2,1,1,,,2,,,,,,3,3,3,3,,3,,1,0,2,1,4,4,4,5,1,1,1,0
"Morocco","MAR",116214318,0.54822781254574,1,21,2,5,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,1,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,2,,1,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",139538048,1.46308004866745,1,20,1,3,2,,1,0,1,,,2,,,,,,,,,,,,,,,1,3,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,3,,,,2,,,,1,2,1,1,,,3,,,,,,,1,2,2,1,,,2,,,,,,3,1,2,1,4,1,,0,1,5,1,4,4,1,6,1,1,1,0
"Morocco","MAR",175789638,0.304427123239727,2,25,2,5,1,,1,1,1,1,2,1,2,,2,1,2,,,,1,2,1,1,1,,,,,,,,,,1,2,2,1,1,2,,1,1,1,3,1,,1,1,2,2,2,2,2,,6,3,3,1,2,1,2,1,1,,,1,2,1,2,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,2,2,3,3,2,1,,1,0,1,4,4,4,1,1,1,1,1,1
"Morocco","MAR",188910775,0.598448113621482,2,40,1,1,1,,1,1,0,2,1,2,,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,3,2,2,2,3,2,,0,1,4,1,4,4,2,5,1,2,1,0
"Morocco","MAR",189468457,0.305121861783093,1,27,2,1,1,,1,1,1,2,2,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,3,3,2,2,,,,2,,,,1,2,2,,,1,1,1,1,1,,,2,2,2,,,,,2,,,,,,3,2,3,3,,3,,1,0,1,4,4,4,2,5,1,1,1,0
"Morocco","MAR",208759371,0.470423923440477,2,49,3,4,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,3,2,,,,2,,,,1,2,2,,,1,1,1,1,2,,,1,1,2,1,2,,,2,,,,,,1,1,1,1,2,3,,0,0,1,1,4,4,2,5,1,1,1,0
"Morocco","MAR",134564240,0.913999444063591,2,54,1,4,1,,0,0,0,,,2,,,,,,,,,,,,,,3,1,3,3,2,2,1,3,3,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,8,,,2,,,,2,,,,1,2,2,,,1,1,2,3,2,1,,,1,2,2,2,1,,2,,,,,,1,1,3,5,5,3,,0,1,2,2,4,4,2,5,1,2,0,0
"Morocco","MAR",209302147,0.344091403835074,2,38,1,5,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,0,0,2,4,4,4,2,5,1,1,0,0
"Morocco","MAR",197733194,0.795875255699535,1,40,1,3,1,,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,5,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",155069259,0.337483373873368,2,33,1,3,1,,1,1,0,1,2,1,1,2,2,2,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,1,2,1,2,,,2,,,,,,1,1,1,1,1,1,,0,1,1,1,4,4,2,5,1,1,1,0
"Morocco","MAR",176629781,1.1361670798588,1,31,1,4,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,2,1,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,1,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",116869760,0.390143934666248,2,28,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,2,2,2,1,,1,1,1,2,4,1,,0,1,4,4,4,2,2,5,1,1,0,0
"Morocco","MAR",181403686,2.42662883944646,2,49,1,1,2,,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,1,4,3,,0,0,4,4,4,4,2,5,1,2,0,0
"Morocco","MAR",119831464,0.304282530057852,2,31,2,2,1,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,4,1,1,2,,,,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,2,4,4,4,2,3,1,1,0,0
"Morocco","MAR",170674624,0.55027906464385,2,51,2,3,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,2,2,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,1,2,1,2,,,2,,,,,,2,1,1,2,3,2,,1,0,1,1,4,4,2,5,1,1,1,0
"Morocco","MAR",114959991,0.337483373873368,2,26,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,,2,,,2,2,1,2,1,,2,2,,2,1,2,1,,1,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",133964454,4.38809938109656,1,60,1,4,2,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,5,2,3,4,,3,,0,0,4,4,4,4,4,5,1,2,0,0
"Morocco","MAR",164441692,0.491310269432263,2,30,2,3,1,,1,1,0,1,1,1,1,2,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,1,2,1,1,3,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,2,4,4,4,4,5,1,1,1,1
"Morocco","MAR",162228407,1.70447021754578,2,25,2,1,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,3,,3,,0,0,4,4,4,4,4,5,1,4,0,0
"Morocco","MAR",163379993,0.37831038049546,2,49,1,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,2,2,2,2,,0,1,2,4,4,4,2,5,1,1,0,0
"Morocco","MAR",164994739,0.661486880956853,1,39,1,3,1,,1,1,0,1,2,1,2,,2,2,2,,,,2,,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,3,1,1,2,,,,2,,,,3,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,4,1,1,1,3,1,,0,1,1,4,4,4,5,5,1,1,1,0
"Morocco","MAR",184410908,1.52273893700977,2,35,2,4,1,,1,1,0,,,1,1,1,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,1,2,2,1,1,4,3,3,1,2,2,1,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,1,4,2,,1,1,4,4,4,4,2,2,1,1,1,1
"Morocco","MAR",189360365,0.557219247706878,2,23,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,3,2,2,2,3,2,1,2,3,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,2,4,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,5,2,,1,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",157991701,0.500730338907656,2,23,2,5,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,2,4,4,4,2,5,1,1,0,0
"Morocco","MAR",117248417,0.330029393461573,2,37,3,4,1,,1,1,1,1,2,1,1,1,1,1,2,,,,1,2,1,1,2,,,,,,,,,,1,1,2,1,2,2,,1,1,1,2,2,,2,2,2,1,2,2,1,1,2,3,1,1,2,1,1,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,1,4,4,4,1,2,1,1,1,1
"Morocco","MAR",165016267,0.381226491556175,2,49,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,2,4,4,4,2,5,1,1,0,0
"Morocco","MAR",170438917,0.381526842768043,2,36,2,3,1,,1,1,0,1,2,2,,,1,1,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,4,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,4,1,1,1,0
"Morocco","MAR",135668840,3.3806002921827,1,25,1,2,2,,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,,,,,2,,,2,1,2,,,,2,2,,2,1,2,1,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",164875590,0.522065636185855,2,21,1,3,1,,1,1,0,2,2,2,,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,1,2,2,1,2,1,1,1,2,1,1,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,1,3,1,,0,1,4,1,4,4,4,2,1,1,1,0
"Morocco","MAR",160216772,0.908845384121475,2,50,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,3,2,3,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,5,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Morocco","MAR",191942215,0.646672809207752,2,18,2,3,1,,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,1,2,1,2,2,1,1,2,1,2,,,2,2,1,2,1,,2,2,2,1,2,2,1,2,2,3,2,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,2,2,4,1,,1,1,2,4,4,4,4,5,1,1,1,0
"Morocco","MAR",139376456,2.76272829700084,2,52,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,3,2,2,2,2,2,1,3,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,8,,,2,,,,2,,,,1,2,2,,,1,1,2,3,2,1,,,2,2,,,,,2,,,,,,5,2,5,1,2,4,,0,1,2,4,4,4,2,5,1,2,0,0
"Morocco","MAR",190176900,1.18918498454236,1,26,1,4,2,,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,3,1,2,2,2,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",154648176,0.631995549616599,1,35,1,4,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,1,2,2,2,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,1,1,1,4,1,,0,1,1,4,4,4,2,4,1,1,1,0
"Morocco","MAR",133443404,1.68364735187011,1,40,1,2,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,3,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,4,2,,,,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,2,2,1,1,0,0
"Morocco","MAR",116652004,0.524056694302538,2,20,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,1,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,1,2,2,1,2,2,1,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,2,2,1,1,0,0
"Morocco","MAR",131690327,0.323613020142094,2,39,1,1,1,,1,1,0,1,2,1,1,2,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,2,1,2,1,,2,2,2,1,1,,,2,,,,1,1,1,2,,,1,2,2,2,1,,,1,2,1,2,,,2,,,,,,2,1,1,1,4,2,,0,1,2,1,4,4,1,1,1,1,1,0
"Morocco","MAR",148798657,1.46308004866745,1,21,1,3,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",153862861,2.22658493600893,2,60,2,5,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,1,2,2,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,5,3,3,3,,3,,0,0,4,4,4,4,2,4,1,2,0,0
"Morocco","MAR",162962584,4.38809938109656,1,66,1,5,2,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,1,2,,,2,,,,,,3,1,3,3,,1,,0,0,4,4,1,4,4,5,1,2,1,0
"Morocco","MAR",149593702,1.21246959829288,1,41,2,1,2,,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,4,1,1,1,3,2,,1,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",134520864,0.427080431076511,1,42,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,3,2,1,2,2,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",153731737,0.886123717195868,1,30,1,1,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,4,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,2,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,1,2,1,,0,1,4,4,4,4,4,2,1,2,0,0
"Morocco","MAR",142459873,0.399330345565016,2,44,3,5,1,,1,1,0,1,2,1,2,,1,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,1,1,2,2,2,1,3,3,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,1,1,4,4,4,4,4,3,1,1,1,0
